Feature1,Feature2,Feature3,Target
8.287375091519294,12.670594215217895,4.202520457095721,58.29217182046249
3.567533266935893,10.71549368149517,15.549889570912102,51.9938735438629
2.8093450968738076,1.805795401088166,26.321192157838663,56.019413706722
5.426960831582485,16.70604991178476,22.223058532626133,84.56406772163922
1.4092422497476265,6.415601299434717,20.91047222985804,52.488948287094175
8.021969807540398,3.7303702079970846,21.07452251961328,66.28657782765335
0.7455064367977082,0.8155028310952783,10.784734536592655,15.899651722862304
9.868869366005173,11.817858863764837,8.807755327934801,63.65305361646255
7.722447692966574,13.55128723684565,24.28083466435541,90.42763757474044
1.987156815341724,0.33175657855712304,24.30340184037542,46.13193769086988
0.05522117123602399,10.24186116598562,26.012169557403112,59.56313221196324
8.154614284548341,4.529915503958759,27.397216576694138,75.20613564314766
7.068573438476172,12.903455808188998,15.340271965828133,76.41136435949083
7.2900716804098735,3.487328580099829,15.045488840615988,48.45524851817411
7.712703466859457,13.81875476204932,23.948855369003255,89.43438988403209
0.7404465173409036,7.734706926010748,19.498917923332954,45.92816702687417
3.5846572854427263,18.73459977473469,21.0590063177311,78.7232748662581
1.1586905952512971,2.750418882919865,23.87378008308303,50.28146393615412
8.631034258755935,6.82132702100517,26.70016025452699,83.71307894500876
6.232981268275579,2.2694704248117814,10.139854705546075,42.515214892772605
3.308980248526492,18.493872365571256,11.26748857919832,70.34331238129111
0.6355835028602363,17.54678706761962,2.81945819522607,41.33453114482285
3.109823217156622,5.158832554303112,17.34840422988522,49.07950596137874
3.2518332202674705,13.19968092068358,1.0782682139022626,36.22093004005568
7.29606178338064,16.344444004024318,13.967940543973805,77.14981593659348
6.3755747135521315,11.104016231989247,16.2793390412273,65.10304989463741
8.872127425763265,10.59301156712013,8.596237563848533,61.18174158226644
4.722149251619493,4.837045818009034,17.724997817070324,53.4038212436666
1.195942459383017,1.8620553561179842,0.9150074981714829,4.5933459214748815
7.13244787222995,17.944315159066534,1.1204456624764325,69.42857880696486
7.607850486168974,18.008361143266608,24.678016819789747,90.82721206722624
5.612771975694963,12.66202914546536,10.805719242337886,52.30001001758377
7.70967179954561,6.780595820974014,3.8118153795565437,48.19848447742002
4.937955963643907,6.984191492253218,15.667297801644132,56.24151104771904
5.227328293819941,14.519113577404788,23.099806592958323,82.49052101096767
4.275410183585496,17.942205199051543,6.4746308249052955,61.56431473253892
0.2541912674409519,17.741728485302346,18.686714274570008,64.21486832054799
1.0789142699330445,15.597510917152476,2.56042394981304,33.78612871139448
